kode_pangan,food_name_original,category_original,tipe_bahan,source,source_url,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,notes
AP083,Masekat,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,15.6,369,2.1,7.0,74.1,4.0,0.8,17,52,0.8,141,12.0,0.40,0.3,155,,,,,,,"Meuseukat./ seperti dodol. Bahan dasar terdiri dari gula, tepung terigu, anans, jeruk peras, mentega."
AP084,Mie aceh rebus,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,74.6,113,3.0,3.2,18.1,,1.1,22,44,1.4,191,36.0,0.20,0.3,0,0,,0.00,0.00,0.0,0,"Sama dengan mie rebus, tapi berempah (bumbu aceh)"
AP085,Mie ayam,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,78.6,102,6.2,3.9,10.5,,0.8,262,51,1.8,279,,,,39,,166,0.85,,0.0,0,
AP086,Mie bakso,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,74.5,114,5.3,3.0,16.4,0.1,0.8,286,53,1.9,760,,,,17,,180,0.16,,,0,
AP087,Mie celon,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,75.9,102,3.0,2.1,17.8,,1.2,12,84,1.4,451,112.0,0.10,0.5,0,0,,0.00,0.00,0.0,0,
AP088,Mie pangsit basah,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.2,105,5.9,4.9,9.4,,0.7,208,48,2.0,530,,,,25,,620,0.46,,,0,Mie ayam dengan pangsit basah
AP089,Nasi gemuk,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,61.4,192,3.8,8.8,24.4,0.7,1.6,15,74,1.0,355,63.0,0.20,1.4,0,0,,0.19,0.05,2.0,0,Nasi berbumbu mirip nasi uduk (beras dan santan)
AP090,Nasi gurih,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,60.5,190,4.7,7.5,26.0,0.7,1.3,12,62,0.8,296,52.0,0.20,1.2,0,0,,0.11,0.06,2.1,0,Beras yang dimasak dengan santan
AP091,Nasi minyak,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,53.3,207,3.5,5.0,37.1,0.8,1.1,26,100,1.5,74,174.0,0.20,2.2,0,0,,0.14,0.07,2.6,0,Palembang: Nasi dengan minyak samin. Jambi: nasi minyak dimakan dengan kuah kari
AP092,Nasi rames,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,65.8,155,10.3,4.2,19.1,,0.6,239,62,1.8,265,,,,96,,"3,140",0.59,0.00,,,Nasi lengkap dengan sayur dan lauknya
AP093,Nopia spesial,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,11.5,387,5.3,7.6,74.3,0.3,1.3,903,133,4.2,,,,,,,512,0.17,,,0,Kue kering. Bahan dasar terdiri dari Tepung terigu dibentuk bulat diisi gula merah dan dipanggang
AP094,Onde-onde,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,27.7,336,4.0,9.8,57.9,,0.6,,,,,,,,,,,,,,,"Kue dari tepung ketan, tepung beras, gula pasir, garam, dibentuk bulat diisi kacang hijau, gula pasir, di lumuri biji wijen, dan digoreng"
AP095,Padamaran,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,67.6,171,3.9,8.9,18.8,,0.8,,,,,,,,,,,,,,,"Kue basah berbahan dasar tepung beras, santan, gula merah, air daun suji, dikukus dalam daun pisang"
AP096,Pastel,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,38.3,307,4.5,13.3,42.4,,1.5,296,53,2.5,,,,,0,,"5,360",0.15,,,0,"Kue dengan kulit tepung terigu, diisi sayuran atau soun atau ayam, dan digoreng. Di Makasar dikenal dengan Jalangkote"
AP097,Pulut,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,49.1,216,2.6,3.1,44.4,,0.8,6,70,3.8,100,22.0,0.40,1.3,0,0,,0.14,,,,Bahan dasar terdiri dari Beras ketan putih dengan santan dimasak dengan cara dikukus
AP098,Pundut nasi,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,77.8,104,1.9,4.1,15.1,0.4,1.1,26,100,1.5,74,174.0,0.00,0.0,,,,,,,,"Nasi yang dimasak dengan santan dan kelapa parut, sedikit gula pasir"
AP099,Putri hijau,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,54.8,189,5.4,2.1,37.2,,0.5,,,,,,,,,,,,,,,"Kue basah. Bahan dasar terdiri dari beras ketan putih, santan. Bahan lapisan: telur, gula pasir dan santan. Dikukus"
AP100,Putri selat,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,66.6,163,2.2,6.5,23.8,,0.9,72,3,4.0,6,68.0,,,0,0,,,,,,"Kue berbahan dasar tepung beras dan sagu, santan, gula pasir, dikukus seperti kue lapis/talam dengan tampilan berwarna-warni"
AP101,Putu sopa,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,50.7,215,3.3,4.1,41.1,,0.8,,,,,,,,,,,,,,,"(Putu soppa). Bahan dasar terdiri dari Beras ketan, tepung beras diolah dengan cara dikukus dan  diberi kelapa parut"
AP102,Renggi goreng,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,8.8,471,4.7,21.8,64.1,6.4,0.6,4,80,1.1,126,29.0,0.90,1.3,0,0,0,0.53,0.05,8.2,0,"Kerupuk ketan. Nama lain rengginang. Bahan dasar terdiri dari nasi ketan dibentuk bulat tipis yang dikukus, lalu dijemur, dan setelah itu digoreng"
AP103,Roti boong,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,34.0,341,5.5,16.2,43.3,,1.0,15,65,1.1,161,41.0,,0.9,,,,0.40,0.30,2.4,0,"Kue seperti donat berbetuk bulat lonjong dengan proses digoreng berbahan dasar tepung terigu, gula pasir, telur ayam, mentega ,air soda dan ragi"
AP104,Roti warna sawo matang,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,40.0,249,7.9,1.5,49.7,,0.9,20,140,2.5,500,91.0,,,0,0,0,0.15,,,0,
AP105,Sarimuka,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,61.5,166,2.3,2.8,32.9,,0.5,36,13,2.0,3,34.0,0.00,0.0,,,,,,,,"Kue basah. Bahan dasar terdiri dari beras ketan, gula merah, gula pasir, santan, telur ayam diolah dengan cara dikukus"
AP106,Spaghetti,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,66.1,139,7.4,2.1,22.6,,2.1,109,53,4.7,,,,,42,,940,0.35,,,0,Salah satu jenis pasta.  Berbentuk panjang seperti lidi berbahan dasar terigu dan air.
AP107,Srikaya ketan,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,41.0,265,2.7,6.4,49.1,,0.8,,,,,,,,,,,,,,,"Nama lainnya adalah srikaya pulut. Kue kue basah terdiri dari 2 lapisan. Lapisan bawah: Beras ketan dan santan.  Lapisan atas srikaya: telur ayam, terigu, gula pasir, dan santan. Diolah dengan cara dikukus"
AP108,Sunduk lawang,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,63.4,181,1.9,1.3,32.4,,1.0,,,,,,,,,,,,,,,"Kue basah berbahan dasar tepung beras, kanji, gula merah, santan dibungkus daun pisang. Diolah dengan cara dikukus"
AP109,Suwir-suwir,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,13.4,347,0.5,0.9,84.2,0.8,1.0,42,40,4.3,,,,,1,,240,0.13,,0.9,0,
AP110,Tipa-tipa,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,11.3,355,6.2,1.2,79.8,1.3,1.5,17,328,1.6,,,,,0,0,0,0.26,0.04,1.5,0,Seperti emping beras. Bahan dasar terdiri dari beras dari padi muda disangrai lalu ditumbuk kemudian ditambah kelapa parut dan gula putih
AP111,Wajit camilan,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,27.1,303,6.3,2.7,63.3,6.9,0.6,61,302,5.5,,,,,0,,0,0.03,,,0,"Seperti dodol. Bahan dasar terdiri dari Tepung ketan, gula merah, kelapa dibungkus kulit jagung berbentuk segitiga"
AP112,Widaran,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,7.0,424,1.3,10.7,80.7,0.2,0.3,49,88,2.5,,,,,21,,440,0.13,0.20,2.2,0,"Kue kering dengan rasa manis dan gurih. Bahan dasar terdiri dari  tepung ketan putih, santan, dan telur ayam.  Untuk jenis manis  ditambah gula. Diolah dengan cara digoreng"
AP113,Wingko babat,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,29.7,355,3.2,15.1,51.4,2.4,0.7,47,63,1.1,,,,,0,,0,0.08,0.08,0.0,0,"Kue basah berBahan dasar terdiri dari tepung ketan , gula pasir, tepung kanji, santan, parutan kelapa muda. Diolah dengan cara dipanggang"
AP114,Yangko,Serealia,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,37.4,254,3.0,1.1,58.1,0.8,0.4,184,24,2.6,,,,,0,,96,0.15,,0.0,0,"Bahan dasar terdiri dari Tepung ketan, tepung maizena, santan, pewarna makanan. Bahan isi: kacang tanah, gula pasir. Diolah dengan cara dikukus lalu dibalut tepung gula. Berbentuk kotak dan kenyal"
BR001,"Arrowroot, segar (Arrowroot, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.5,102,1.0,0.2,24.1,1.7,1.2,28,35,1.7,36,626.6,0.20,0.8,0,15,0,0.06,0.10,2.3,2,
BR002,"Batatas gembili, segar (Lesser yam, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.7,76,1.1,0.9,16.0,4.2,0.7,0,40,0.2,10,200.0,0.20,0.3,0,0,0,0.06,0.00,0.9,0,
BR003,"Batatas kelapa, ubi, segar",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.1,89,1.1,0.1,21.0,4.0,0.7,0,40,0.2,20,340.0,0.10,0.2,0,0,0,0.38,0.00,0.9,0,
BR004,"Belitung, talas, segar (Taro, belitung, steamed)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,63.1,145,1.2,0.4,34.2,1.5,1.1,26,54,1.4,6,536.1,0.20,0.9,0,0,0,0.10,0.10,2.3,2,
BR005,"Bengkuang, segar (Yam bean, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.1,59,1.4,0.2,12.8,1.0,0.5,15,18,0.6,2,244.3,0.10,0.3,,0,,0.04,0.10,0.2,20,
BR006,"Bentul (Komba),  talas, segar (Taro, bentul, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.8,98,1.6,0.7,20.9,0.7,1.8,44,66,1.5,,195.5,0.20,0.6,0,0,0,0.02,0.10,0.8,0,
BR007,"Gadeng/Gadung, kering (Asiatic bitter yam, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,20.2,322,2.4,0.6,76.6,,0.2,39,22,2.2,5,2.0,0.50,0.2,0,0,0,0.45,0.02,1.0,0,
BR008,"Gadung, ubi, segar (Asiatic bitter yam, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.4,100,0.9,0.3,23.5,2.1,0.9,79,66,0.9,8,687.2,0.20,0.2,0,0,0,0.23,0.00,0.5,2,
BR009,"Ganyong, segar (Canna, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.9,77,0.6,0.2,18.4,0.8,0.9,15,67,1.0,,,,,0,0,0,0.10,,,9,
BR010,"Gembili, ubi, segar (Lesser yam, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,66.4,131,1.1,0.2,31.3,1.1,1.0,14,56,0.6,10,200.0,0.20,0.3,0,0,0,0.08,0.00,0.9,4,
BR011,"Hofa/Ubi hutan, segar",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,67.9,127,1.2,0.5,29.5,3.4,0.9,30,8,0.7,3,4.0,0.10,0.2,0,0,0,0.30,0.05,0.6,0,
BR012,"Kaburan, ubi, segar (Lesser yam, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,66.5,133,1.0,0.2,32.2,0.7,0.5,65,50,0.6,10,899.2,0.20,0.2,0,0,0,0.01,0.00,0.3,0,
BR013,"Kentang, segar (Yam, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,83.4,62,2.1,0.2,13.5,0.5,0.8,63,58,0.7,7,396.0,0.40,0.3,0,0,0,0.09,0.10,1.0,21,
BR014,"Kentang hitam, segar (Madagascar potato, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,64.0,142,0.9,0.4,33.7,5.4,1.0,34,75,0.2,22,890.3,0.90,0.6,,0,,0.02,0.10,2.2,38,
BR015,"Keribang, ubi, segar",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,67.0,137,1.3,1.1,29.8,0.6,0.8,45,56,0.8,10,885.8,0.20,0.3,0,0,0,0.00,0.00,0.7,0,
BR016,"Ketela pohon/ singkong, segar (Cassava, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,61.4,154,1.0,0.3,36.8,0.9,0.5,77,24,1.1,2,394.0,0.30,0.4,0,0,0,0.06,0.10,0.5,31,
BR017,Lepok/Ubi rumput,Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,55.3,181,2.8,1.2,39.8,10.7,0.9,7,50,3.1,116,306.0,1.60,0.9,0,0,0,0.28,0.05,1.5,0,
BR018,"Sagu aren, kering (Sugar palm, dried)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,11.9,355,0.6,1.1,85.6,0.3,0.8,91,167,2.2,2,200.0,0.00,0.3,,,0,0.04,0.10,0.5,0,
BR019,"Sagu aren, segar (Sugar palm, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,42.5,231,0.6,0.2,56.6,3.2,0.1,20,20,0.1,7,0.0,0.10,0.1,0,,0,0.20,0.00,0.0,0,
BR020,"Sagu kasbi segar (Cassava  starch, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,42.5,230,0.6,0.2,56.5,3.0,0.2,20,1,0.3,100,410.0,0.10,0.2,0,0,0,0.10,0.00,0.0,0,
BR021,Sagu lempeng (Sago palm),Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,13.5,347,0.9,0.3,85.2,4.7,0.1,30,30,0.2,11,0.0,0.10,0.1,0,0,,0.30,0.00,0.0,0,
BR022,"Sagu singkong, kering (Cassava, starch, dried)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,12.0,362,0.5,0.3,86.9,,0.3,0,0,0.0,,,,,,0,0,0.00,,,0,
BR023,"Sente, talas, segar (Giant taro, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,14.0,353,0.7,0.2,84.7,6.6,0.4,11,13,1.5,30,694.6,0.60,2.2,,41,,0.05,0.20,2.8,5,
BR024,"Suweg, talas, segar (Elephant yam)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.1,74,1.4,0.1,17.2,1.4,1.2,42,46,1.3,7,400.0,0.10,0.1,0,24,254,0.04,0.00,0.4,2,
BR025,"Talas bogor, segar (Taro, bogor, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.4,108,1.4,0.4,25.0,0.9,0.8,47,67,0.7,10,448.0,0.20,0.7,0,0,0,0.06,0.07,1.0,4,
BR026,"Talas pontianak, segar (Taro, pontianak, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,60.0,163,2.3,0.5,36.4,0.7,0.9,45,80,1.7,14,323.1,0.30,1.0,0,0,0,0.02,0.10,1.3,,
BR027,"Talas viqueque, segar",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,70.6,115,1.8,0.5,25.9,8.6,1.2,50,220,0.9,1,70.0,0.30,1.0,0,0,0,0.08,0.10,0.9,,
BR028,"Ubi jalar, kuning, segar (Sweet potato, yellowish, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.6,119,0.5,0.4,25.1,4.2,1.0,30,40,0.4,3,1.0,0.10,0.2,0,794,"4,948",0.06,0.07,0.7,21,
BR029,"Ubi jalar manis, segar (Cassava starch, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.4,83,1.5,0.2,18.8,0.6,1.1,27,162,2.1,52,320.7,0.10,0.3,0,0,0,0.02,0.00,0.4,0,
BR030,"Ubi jalar merah, segar (Sweet potato, redish, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,61.9,151,1.6,0.3,35.4,0.7,0.6,29,74,0.7,92,565.6,0.30,0.5,0,0,"1,208",0.13,0.08,0.7,11,
BR031,"Ubi jalar putih, segar (Sweet potato, whitish, fresh)",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.8,88,0.4,0.4,20.6,4.0,0.8,30,10,0.5,2,4.0,0.10,0.2,0,13,264,0.25,0.06,0.5,36,
BR032,Ubi jalar tinta/ kemayung,Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.5,108,0.5,0.4,25.6,4.2,1.0,30,40,0.5,1,1.0,0.10,0.2,0,13,0,0.09,0.06,0.6,24,
BR033,"Umbi Uwi, segar",Umbi Berpati,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,69.7,120,2.8,0.5,82.3,2.6,0.9,9,42,1.3,12,412.0,0.30,0.6,,0,0,0.02,0.50,0.2,4,
BP001,"Batatas kelapa, ubi, bakar",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,73.2,110,1.4,1.1,23.4,4.5,0.7,1,46,0.2,12,230.0,0.20,0.3,0,0,0,1.13,0.00,0.0,0,
BP002,"Batatas kelapa, ubi, kukus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,75.7,92,1.2,0.3,21.0,4.1,1.8,0,42,0.2,10,209.0,0.20,0.3,0,0,0,0.28,0.00,0.7,0,
BP003,"Batatas tali, ubi, rebus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,53.2,182,2.4,0.4,42.2,9.2,1.8,1,80,0.3,20,402.0,0.30,0.6,0,0,0,0.27,0.00,1.3,0,
BP004,"Belitung, talas, kukus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,63.1,145,1.2,0.4,34.2,1.0,1.1,21,48,0.9,7,552.6,0.20,0.9,0,0,0,0.08,0.10,2.3,1,
BP005,"Bentul, talas, kukus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,81.1,71,2.3,0.3,15.4,0.5,0.9,29,26,0.6,,201.0,0.20,0.6,0,0,0,0.06,0.00,0.0,21,
BP006,"Gadung, ubi, kukus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,77.4,88,0.6,0.3,20.9,0.9,0.8,26,47,0.4,6,584.0,0.20,0.2,0,0,0,0.03,0.00,0.4,0,
BP007,"Ganyong, rebus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,74.1,100,0.8,0.2,23.8,0.9,1.1,15,65,0.9,,,,,0,0,0,0.04,,,6,
BP008,Ketela pohon/singkong kukus,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,61.5,153,1.2,0.3,36.4,1.3,0.6,56,22,0.4,2,345.3,0.30,0.1,0,0,0,0.00,0.00,0.3,20,
BP009,"Suweg, talas, kukus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,75.5,93,1.5,0.1,21.9,0.9,1.0,50,58,0.8,6,350.3,0.10,0.1,0,0,283,0.09,0.00,0.3,0,
BP010,"Talas bogor, kukus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,69.2,120,1.5,0.3,28.2,0.7,0.8,31,63,0.7,11,498.0,0.20,0.6,0,0,0,0.05,0.60,0.8,2,
BP011,"Ubi jalar, kuning, kukus",Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,74.2,100,0.7,0.3,23.8,1.0,1.0,44,46,0.4,3,0.8,0.10,0.2,0,819,"4,427",0.00,0.10,0.6,16,
BP012,Ubi jalar tinta/ kemayung kukus,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,58.5,165,0.9,0.2,39.8,1.1,0.6,20,23,0.8,1,0.9,0.10,0.2,0,0,0,0.02,0.10,0.5,0,
BP013,Bagea kelapa asin,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.5,450,3.2,13.9,78.1,,1.3,38,38,0.3,74,0.0,0.20,0.2,0,0,0,0.30,0.00,0.0,0,"Kue berbahan dasar sagu, kelapa, dan garam."
BP014,Bagea kelapa manis,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.0,452,1.3,13.8,80.6,,1.3,38,39,0.3,75,0.0,0.20,0.2,0,0,0,0.00,0.00,0.0,0,"Kue berbahan dasar sagu, kelapa, dan gula"
BP015,Bagea kenari asin,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,2.8,529,3.2,29.1,63.6,,1.3,38,40,0.4,74,0.0,0.20,0.2,0,0,0,0.30,0.00,0.0,0,"Kue berbahan dasar sagu, kelapa, garam,  dan kenari"
BP016,Bagea kenari manis,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.1,523,3.2,28.2,64.2,,1.3,38,39,0.3,74,0.0,0.20,0.2,0,0,0,0.30,0.00,0.0,0,"Kue berbahan dasar sagu, kelapa, gula, dan  kenari"
BP017,Bagea kw 1,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,7.2,416,6.5,9.4,76.3,0.4,0.6,49,77,4.9,,,,,13,,312,0.08,,2.6,0,
BP018,Bagea kw 2,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,7.9,382,0.3,3.5,87.2,0.9,1.1,172,120,7.6,,,,,0,0,0,0.02,,,0,
BP019,Beras Cerdas,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,11.3,350,2.7,1.1,82.3,6.2,2.6,28,351,2.9,358,568.0,0.20,0.9,,0,0,0.02,0.20,0.3,0,Bahan dasar terdiri dari Tepung jagung dan tepung mocaf dengan perbandingan 40 : 60
BP020,Beras ganyong,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,9.3,364,3.4,0.7,86.3,4.7,0.5,4,47,5.0,4,72.2,0.20,0.6,,1,0,0.02,0.02,0.3,0,Pangan tunggal terolah/ produk yang berbahan baku ganyong dan jagung
BP021,Beras Siger,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,13.5,344,1.1,0.2,28.3,5.6,0.7,32,22,5.6,106,77.9,0.10,0.5,,0,0,0.02,0.10,0.2,0,Bahan dasar singkong
BP022,Biji nangka/Biji salak,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,40.5,262,2.3,5.4,51.1,8.0,0.7,60,80,0.8,10,2.0,0.60,2.0,0,"1,667",,0.10,1.00,,10,"Nama lain : candil. Bahan dasar : ubi, tapioka, berkuah air gula jawa dan santan"
BP023,Bubur sagu,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,62.5,167,0.2,4.0,33.0,,0.3,3,3,0.1,7,0.0,0.10,0.1,0,0,0,9.00,,0.1,0,"Bubur dari sagu lempang, gula merah dan santan"
BP024,Cassavastick,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,5.6,460,0.8,18.7,17.2,1.6,2.7,144,58,7.5,,,,,0,,107,0.19,0.07,0.1,0,Singkong di potong panjang-panjang diberi garam. Diolah dengan cara digoreng
BP025,Ceriping getuk singkong,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,7.2,462,1.2,20.7,67.7,0.6,3.2,"1,248",172,8.8,,,,,0,,152,0.29,0.02,0.5,0,
BP026,Gatot,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,12.8,347,1.3,0.7,83.8,5.8,1.4,78,44,17.1,28,242.0,0.20,0.7,,0,0,0.02,0.10,0.4,0,"Bahan dasar gaplek (singkong dijemur), direndam air kapur sirih , dikukus, biasanya ditaburi parutan kelapa yang ditambah gula pasir dan serutan gula merah."
BP027,Geblek,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,52.1,195,0.4,1.7,44.4,3.6,1.4,35,13,0.6,353,125.0,0.30,0.3,,0,0,0.02,0.00,0.1,0,Makanan ringan berbentuk angka 8. Bahan dasar tepung tapioka /pati singkong
BP028,Getuk goreng,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,16.5,360,1.3,6.4,74.3,0.8,1.5,59,81,3.2,,,,,0,0,0,0.21,,0.1,0,Bahan dasar terdiri dari Singkong dan dibumbui gula kelapa
BP029,Getuk singkong,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,49.8,204,0.5,1.4,47.4,0.8,1.1,97,52,1.5,,,,,0,,208,0.08,,0.1,0,Singkong rebus yang ditumbuk dicampur kelapa dan gula merah
BP030,Gurandil,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,47.5,218,0.5,2.5,48.5,3.1,1.0,50,25,2.8,,,,,,,0,0.19,,,0,"Bahan dasar terdiri dari  tepung tapioka dan parutan kelapa. Berbentuk lonjong kecil atau bulat kecil warna-warni, ditaburi gula pasir. Diolah dengan cara direbus"
BP031,Kabuto,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,58.9,250,2.6,2.5,35.4,1.8,0.6,35,49,1.1,2,218.0,,,,0,0,0.10,0.10,0.6,,"Singkong dijemur (ujan-panas), sampai berwarna hitam (gatot) lalu dikukus dan setelah itu ditaburi dengan kelapa parut"
BP032,Kapurung,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.6,41,2.0,0.3,7.8,2.0,0.6,34,12,0.3,185,566.0,0.10,0.3,0,213,,0.12,0.25,2.7,15,"Bahan dasar terdiri dari Tepung sagu seperti papeda. Campuran ikan atau daging ayam atau udang dan aneka sayuran (bayam, kacang panjang, daun kacang, jantung)"
BP033,Kecimpring singkong goreng,Umbi Berpati,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.7,464,1.2,18.6,73.0,1.3,3.5,82,52,3.4,,,,,,,"3,320",0.34,,,0,"Seperti kerupuk singkong. Singkong diparut dicampur dengan bumbu, dipipihkan, dikukus, dijemur dan digoreng"
