kode_pangan,food_name_original,category_original,tipe_bahan,source,source_url,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,notes
FP082,"Soto pemalang, masakan",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,86.0,75,3.6,5.2,3.5,0.0,1.7,170,80,2.1,,,,,16,,30,0.13,,0.0,0,"Kuah bening. Bahan dasar terdiri dari daging sapi, tauco, kelapa parut sangrai, dan kluwek"
FP083,"Soto sukaraja, masakan",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,75.9,80,3.2,3.5,9.0,0.3,1.1,347,77,2.3,,,,,12,,89,0.04,,0.0,0,"Kuah bening. Bahan dasar terdiri dari daging sapi, soun, taoge, dan sambal kacang"
FP084,"Soto sulung, masakan",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,88.1,86,2.3,8.5,0.0,0.0,1.1,200,120,2.9,,,,,20,,105,0.08,,0.0,0,"Kuah bening. Bahan dasar terdiri dari daging sapi, ayam, jeroan, dan telur"
FP085,"Sukiyaki, masakan",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,81.0,75,5.6,0.4,12.2,0.2,0.8,109,59,0.5,426,,,,41,,"1,200",0.37,,,0,Irisan tipis daging sapi dicelupkan ke dalam kocokan telur ayam
FP086,"Tedong pallu basa, masakan",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,81.7,83,10.4,3.4,2.8,,1.7,10,139,2.6,397,34.0,0.60,1.3,,,,0.09,0.53,9.0,0,Hidangan berkuah kental dari campuran daging dan jeroan (organ bagian dalam)kerbau
FP087,"Tikus rica, masakan",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,54.9,257,18.8,18.5,3.8,,4.0,232,293,6.5,"1,724",308.0,0.50,2.3,674,,,0.28,0.38,,,Tikus sawah masak cabai
FP088,"Tinoransa, masakan",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,31.6,516,17.7,49.5,0.0,,1.2,698,648,3.5,"1,307",320.0,0.10,1.8,710,,,0.29,0.17,,,Masakan daging babi
GR001,"Belut, segar (Asian swamp eel, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.5,70,14.6,0.8,1.0,0.0,2.1,49,155,1.5,55,169.0,0.20,1.2,,0,,0.22,0.12,7.7,,
GR002,"Belut,laut, segar (Eel, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.5,93,12.8,1.5,6.1,0.0,4.1,60,199,3.0,33,175.9,0.10,1.0,51,3,71,0.06,0.00,2.7,,
GR003,"Cumi-cumi, segar (Squid, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,82.2,75,16.1,0.7,0.1,0.0,0.9,32,200,1.8,37,204.1,1.60,1.3,0,20,0,0.08,0.00,2.5,0,
GR004,"Ikan bader, segar (Silver barb, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,66.0,193,19.0,13.0,0.0,0.0,2.0,48,150,0.4,118,264.9,0.10,0.2,45,0,,0.01,0.10,4.1,0,
GR005,"Ikan balong, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.5,107,16.5,3.9,1.5,0.0,1.5,54,202,2.0,86,253.4,0.50,1.0,25,0,0,0.05,0.10,2.5,0,
GR006,"Ikan bambangan, segar (Humphead Snapper, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.7,112,20.0,1.3,3.7,0.0,1.3,98,120,3.0,148,258.7,0.00,0.1,0,0,0,0.07,0.00,0.3,0,
GR007,"Ikan bandeng, segar (Milkfish, raw)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.0,123,20.0,4.8,0.0,0.0,1.2,20,150,2.0,67,271.1,0.00,0.9,45,21,,0.05,0.10,6.0,0,
GR008,"Ikan banjar, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.5,111,19.4,0.9,4.8,0.0,1.4,68,278,7.3,99,338.7,0.20,0.6,0,62,0,0.03,0.20,7.3,0,
GR009,"Ikan baronang, segar (Golden-lined spinefoot, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.0,78,14.5,0.6,3.7,0.0,1.2,26,521,3.8,26,692.0,4.70,4.1,732,0,,0.20,0.04,3.0,0,
GR010,"Ikan batung, segar (Indonesian-Shortfin Eel)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.7,115,14.5,4.6,4.2,0.0,1.1,,207,0.0,42,361.0,0.20,0.9,,0,,1.20,0.04,1.1,,
GR011,"Ikan baung, segar (Asian river catfish, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.9,123,15.1,5.5,3.3,0.0,1.2,5,146,1.3,32,349.0,0.10,0.7,,0,,0.20,0.03,1.2,,
GR012,"Ikan bawal, segar (Silver Pomfret, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.0,91,19.0,1.7,0.0,0.0,1.3,20,150,2.0,129,233.3,0.10,0.3,45,0,,0.05,0.10,1.8,0,
GR013,"Ikan Belida, segar (Indonesian featherback, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.2,80,14.7,1.4,2.2,0.0,2.3,303,315,1.3,41,356.0,0.00,0.8,,0,,1.20,0.14,1.4,,
GR014,"Ikan beunteur, segar (Spotted Barb, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,70.0,109,17.0,4.0,0.0,0.0,9.0,500,500,1.0,109,323.5,0.60,1.3,45,,,0.05,0.10,2.6,0,
GR015,"Ikan biawan, segar (Kissing goorami, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.1,90,14.9,2.5,2.1,0.0,1.4,125,265,1.0,35,207.0,0.40,0.6,,,,0.36,0.03,2.9,,
GR016,"Ikan bili, segar (Minnows, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,68.3,88,14.2,0.7,6.2,0.0,10.6,27,"1,760",1.5,217,202.0,0.00,4.1,,0,,0.72,0.09,2.7,,
GR017,"Ikan bubara, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.5,100,14.7,2.4,4.9,,1.6,90,90,0.4,390,390.0,0.70,0.8,,,,,,,,
GR018,"Ikan bulan-bulan, segar (Indo-Pacifik Tarpon, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,66.7,134,25.5,1.3,5.0,,1.5,29,29,0.5,197,489.0,0.10,0.5,,,,0.30,0.02,0.8,,
GR019,"Ikan cakalang, segar (Scipjack tuna, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.0,107,19.6,0.7,5.5,0.0,1.2,23,242,2.9,66,239.0,0.20,0.6,386,0,,0.17,0.05,21.7,0,
GR020,"Ikan cakalang, hati, segar (Scipjack tuna, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.4,120,11.3,3.9,10.0,,1.4,30,30,0.9,420,280.0,1.60,4.3,,,,,,0.2,,
GR021,"Ikan cakalang, jantung, segar (Scipjack tuna, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.3,116,11.2,1.2,10.2,,1.1,10,40,3.4,360,250.0,0.50,1.9,908,,,,,0.1,0,
GR022,"Ikan cakalang, perut, segar (Scipjack tuna, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.1,86,10.2,1.1,8.7,,0.9,20,110,2.1,230,210.0,0.30,9.3,,,,0.24,,0.3,,
GR023,"Ikan daun, segar (Leaffish, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.6,101,11.5,4.1,4.6,0.0,1.2,80,210,0.8,120,270.0,0.10,0.9,0,,,0.08,0.07,0.1,0,
GR024,"Ikan ekor kuning, segar (Yellowtail, fish, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.1,108,22.3,1.2,2.1,0.0,0.3,30,220,0.5,50,230.0,0.10,0.6,40,29,,0.00,0.10,0.2,,
GR025,"Ikan gabus, segar (Asian snakehead, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.6,80,16.2,0.5,2.6,0.0,1.1,170,139,0.1,65,254.0,0.30,0.4,335,,,0.40,0.20,0.1,,
GR026,"Ikan heu, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.6,81,10.0,1.6,6.6,,6.2,"1,910",990,2.1,240,210.0,0.10,2.7,,,,0.87,,0.2,,
GR027,"Ikan hitam, segar (Black Sharkminnow, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.2,101,10.3,3.7,6.7,0.0,1.1,50,140,0.4,70,210.0,,0.4,67,,,0.00,0.10,0.1,,
GR028,"Ikan hiu, segar (Fish, shark, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.7,57,10.7,0.3,2.2,0.0,1.1,75,206,2.0,,,0.02,,,,0,0.05,,,0,
GR029,"Ikan kacangan, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.7,77,15.6,0.9,1.6,0.0,1.2,94,170,1.7,,,,,18,,0,0.07,,,0,
GR030,"Ikan kakap, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.0,92,20.0,0.7,0.0,0.0,2.3,20,200,1.0,,,,,9,,,0.05,,,0,
GR031,"Ikan kakatua, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.7,82,11.4,1.2,6.4,,1.3,20,160,0.4,90,300.0,0.10,0.3,18,,,,,0.2,,
GR032,"Ikan kalaban, segar (Minnows, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.3,77,16.4,0.7,1.3,0.0,1.3,182,248,0.9,40,334.0,0.70,0.8,,,,0.16,0.15,1.9,,
GR033,"Ikan kamera (kakap merah), segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.5,86,19.7,0.8,0.0,0.0,1.3,50,170,0.3,90,290.0,0.30,0.1,26,,,,0.08,0.1,,
GR034,"Ikan kapar, segar (Malay Combtail, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.2,132,17.0,6.7,0.8,0.0,1.3,151,272,1.2,78,229.0,0.90,0.7,,,,0.07,0.03,,,
GR035,"Ikan kawalinya, segar (Indian mackerel, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.1,110,12.6,4.2,5.4,,1.7,80,300,1.5,340,300.0,0.20,1.4,146,,,,,0.2,,
GR036,"Ikan keru-keru, segar (Puffers, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.2,93,16.5,2.1,0.8,0.0,3.4,65,217,2.4,137,255.3,0.34,0.7,0,,0,0.01,0.09,1.6,0,
GR037,"Ikan kima, segar (Clam, shell, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,82.1,70,10.8,0.7,5.2,,1.2,53,72,2.0,342,101.0,0.50,0.5,401,,,0.22,0.05,5.8,,
GR038,"Ikan lais, segar (Sheatfish, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,65.0,161,11.9,11.5,2.4,0.0,9.2,70,237,0.0,,,,,0,,0,0.05,,,0,
GR039,"Ikan layang, segar (Indian scad, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.0,109,22.0,1.7,0.0,0.0,2.3,50,150,2.0,,,,,45,0,,0.05,,,0,
GR040,"Ikan layur, segar (Hairtail, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.1,82,18.0,1.0,0.4,0.0,0.5,48,229,2.2,,,,,4,,0,0.04,,,0,
GR041,"Ikan lehoma, segar (Indian mackerel, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.6,90,20.4,0.9,0.0,,1.1,88,270,0.7,56,281.0,0.30,0.9,"1,047",,,0.32,0.03,0.2,,
GR042,"Ikan lemuru, segar (Bali sardinella, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.0,112,20.0,3.0,0.0,0.0,1.0,20,100,1.0,,,,,30,0,,0.05,,,0,
GR043,"Ikan lidah, segar (Flatfishes, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.3,104,15.6,3.2,2.0,0.0,0.9,30,143,2.0,,,,,33,,0,0.03,,,0,
GR044,"Ikan malalugis, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.6,99,20.6,1.4,0.9,,1.5,164,330,0.5,76,282.0,0.20,0.9,661,,,0.30,0.02,0.5,,
GR045,"Ikan mamar merah, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.0,115,15.3,4.0,4.4,0.0,1.3,60,190,1.6,120,240.0,0.20,1.0,,,,0.20,0.10,0.1,,
GR046,"Ikan mas, segar (Common carp, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.0,86,16.0,2.0,0.0,0.0,2.0,20,150,2.0,65,276.7,0.10,1.1,45,8,,0.05,0.10,2.6,0,
GR047,"Ikan mayong, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.2,97,17.9,2.0,0.4,0.0,1.5,40,100,2.5,,,,,21,,0,0.10,,,0,
GR048,"Ikan mujahir, segar (Mozambique tilapia, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.7,89,18.7,1.0,0.0,0.0,1.1,96,209,1.5,51,265.8,0.00,0.2,6,3,5,0.03,0.10,2.0,0,
GR049,"Ikan nasu metti, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,65.3,154,16.8,5.0,10.5,,2.4,80,244,1.6,421,488.0,0.20,1.2,,,,0.47,0.15,9.6,,
GR050,"Ikan oci, kembung, segar (Indian mackerels, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.4,125,21.3,3.4,2.2,,1.7,136,69,0.8,214,245.0,0.20,1.1,,,,0.26,0.03,0.2,,
GR051,"Ikan paling, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,58.0,303,14.0,27.0,0.0,0.0,1.0,20,200,1.0,43,,,,485,0,,0.10,,,2,
GR052,"Ikan papuyu/ betok, segar (Climbing perch, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.0,120,14.3,4.9,4.6,0.0,1.2,329,436,1.5,240,169.0,0.80,1.1,,0,,0.00,0.05,3.1,,
GR053,"Ikan patin, segar (Striped catfish, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.4,132,17.0,6.6,1.1,0.0,0.9,31,173,1.6,77,346.0,0.70,0.8,,7,,0.20,0.03,1.7,,
GR054,"Ikan pomo, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,68.3,147,22.5,5.2,2.6,,1.4,80,230,1.3,,380.0,0.20,0.7,89,,,,,,,
GR055,"Ikan puntin, segar (Bagrdi catfish, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.1,76,14.4,1.1,2.2,,1.2,28,166,0.0,,325.0,0.10,0.6,,,,0.31,0.11,,,
GR056,"Ikan saluang, segar (Rasboras fish, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.8,113,13.9,4.9,3.4,0.0,3.0,642,646,1.9,51,182.0,0.80,3.6,,,,0.21,0.02,1.8,,
GR057,"Ikan sarden, segar (Herrings, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.7,109,19.9,1.8,3.4,0.0,2.2,95,597,1.3,266,227.0,0.30,2.0,195,0,,0.26,0.03,4.4,,
GR058,"Ikan selar, segar (Scadfish, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.4,100,18.8,2.2,0.0,0.0,3.6,40,179,0.5,43,392.6,0.10,0.3,45,0,,0.37,0.20,3.4,0,
GR059,"Ikan sepat, segar (Snakeskin gourami, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.8,84,15.2,0.6,4.7,0.0,0.8,68,171,2.1,211,198.0,0.70,0.6,,0,,0.16,0.03,1.9,,
GR060,"Ikan sidat, segar (Shortfin Eel, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.3,81,11.4,1.9,3.8,0.0,11.6,118,174,3.0,46,245.9,0.00,1.5,15,0,0,0.00,0.40,3.2,0,
GR061,"Ikan sunu, segar (Leopard coralgrouper, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.5,111,13.3,3.4,6.7,,1.1,86,174,1.2,91,197.0,0.00,0.6,309,,,1.03,0.10,0.2,,
GR062,"Ikan tahuman, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.4,88,15.9,0.9,4.1,0.0,1.8,221,223,0.0,24,364.0,0.40,0.7,,,,0.20,0.25,1.6,,
GR063,"Ikan tarmon, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.7,96,19.5,1.1,2.0,0.0,0.8,9,129,0.3,43,154.0,0.10,0.5,,,,0.15,0.02,1.7,,
GR064,"Ikan telan, segar (spiny eel, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.3,95,15.8,0.7,6.5,0.0,1.7,503,354,0.2,58,294.0,1.60,1.2,,,,0.18,0.02,1.9,,
GR065,"Ikan tembang, segar (Bonga shad, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,65.0,204,16.0,15.0,0.0,0.0,4.0,20,200,2.0,341,291.0,0.40,2.6,30,0,,0.05,0.00,5.6,0,
GR066,"Ikan tempahas, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.9,101,15.1,4.1,1.0,0.0,0.9,32,163,0.0,50,320.0,0.70,0.6,,,,0.02,0.05,1.5,,
GR067,"Ikan terbang, segar (Flyingfishes, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.1,98,19.6,1.7,1.0,0.0,1.6,90,190,0.6,90,320.0,0.10,0.5,39,0,,0.00,0.10,0.1,,
GR068,"Ikan teri, segar (Anchovies, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.0,74,10.3,1.4,4.1,0.0,4.2,972,253,3.9,554,126.1,305.20,0.2,13,0,28,0.24,0.10,1.9,0,
GR069,"Ikan titang, segar (Spotted scat,fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.8,82,17.4,0.4,2.3,0.0,1.1,145,130,1.8,110,275.0,0.10,0.8,581,,,0.64,0.03,1.5,,
GR070,"Ikan tongkol, segar (Tuna, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.7,100,13.7,1.5,8.0,0.0,2.1,92,606,1.7,202,227.0,0.20,1.6,181,0,,0.35,0.03,6.6,,
GR071,"Ikan turi, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.9,96,19.2,2.0,0.2,,2.1,340,340,0.8,370,300.0,0.10,2.0,26,,,,,,,
GR072,"Keong, segar (Snail, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.0,64,12.0,1.0,2.0,0.0,4.0,217,78,1.7,231,,0.37,0.1,0,244,,,,,,
GR073,"Kepiting, segar (Crab, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,68.1,151,13.8,3.8,14.1,0.0,0.2,210,250,1.1,,,,,61,,,0.05,,,0,
GR074,"Kerang, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.2,101,14.4,2.6,3.9,0.0,0.9,321,270,15.6,,,,,0,,0,0.01,,,0,
GR075,"Kodok, segar (Frog, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.9,73,16.4,0.3,0.0,0.0,1.4,18,147,1.1,,,,,0,,,0.14,,,0,
GR076,"Kura-kura, segar (Turtles, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.0,83,19.1,0.2,0.0,0.0,0.7,27,87,0.7,,,,,0,,,0.20,,,0,
GR077,"Kuro, segar (Threadfin, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.9,87,16.0,2.2,1.0,0.0,0.9,75,136,1.0,,,,,6,,0,0.04,,,0,
GR078,"Lokan, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.9,217,11.0,1.7,5.1,,1.3,20,390,10.9,3,7.0,0.20,2.7,,,,0.45,0.07,,,
GR079,"Rajungan, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.2,76,12.1,2.0,2.4,0.0,2.7,721,214,2.2,69,192.0,1.70,2.9,599,40,,0.20,0.25,0.2,,
GR080,"Rebon, udang kecil, segar",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.0,81,16.2,1.2,0.7,0.0,2.9,757,292,2.2,169,202.9,0.70,1.2,18,0,,0.04,0.10,2.4,0,
GR081,Rusip,Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,58.5,110,11.5,2.0,11.7,0.0,16.3,479,348,7.1,,,,,0,,0,0.04,,,0,
GR082,"Udang galah, segar (Giant river prawn, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.0,81,16.5,0.3,3.0,0.0,1.2,87,167,0.7,95,132.0,0.70,1.2,,3,,0.24,0.03,2.9,,
GR083,"Udang, besar, segar (Tiger prawn, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.5,56,11.4,0.6,1.2,0.0,1.3,30,20,0.3,190,210.0,0.40,0.8,,0,,0.14,0.00,0.1,,
GR084,"Udang, segar (Shrimp, fresh)",Ikan/Kerang/Udang dll,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.0,91,21.0,0.2,0.1,0.0,3.7,136,170,8.0,178,222.4,0.30,1.3,18,4,,0.01,0.40,3.7,0,
GP001,"Bekicot, dendeng, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,6.7,441,48.7,20.3,15.8,0.0,8.4,692,523,16.6,,,,,6,,"1,408",0.56,,,69,
GP002,"Belut, goreng (Asian swamp eel, fresh)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,11.2,417,25.9,19.4,32.0,0.0,11.5,840,872,4.9,71,217.7,0.30,1.8,0,,0,0.00,0.20,10.5,0,
GP003,"Cumi-cumi, goreng (Squid, fried)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,54.2,265,40.6,10.1,0.0,0.0,3.1,62,270,2.7,86,81.9,,,0,56,0,0.09,0.00,6.3,0,
GP004,"Ikan asin, kering",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,40.0,193,42.0,1.5,0.0,0.0,16.5,200,300,0.0,,,,,,,,0.01,,,0,
GP005,"Ikan bandeng presto, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,45.3,296,17.1,20.3,11.3,0.0,6.0,"1,422",659,1.9,,,,,6,0,400,0.14,,,69,
GP006,"Ikan baung bakar (Asian river catfish, fresh)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,69.8,144,17.8,5.8,5.2,,1.4,18,169,0.0,168,236.0,0.10,0.7,,,,0.00,0.00,1.3,,
GP007,"Ikan Belida bakar (Indonesian featherback, fresh)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,68.2,128,18.0,3.0,7.2,0.0,3.6,58,134,0.0,293,198.0,0.10,0.4,,0,,1.80,0.17,1.5,,
GP008,"Ikan cakalang asap, mentah (Skipjack tuna, fish,smoked, raw)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,56.9,204,34.2,5.6,1.9,,1.4,14,399,1.3,176,588.0,0.30,0.7,"1,546",,,0.53,0.07,,,
GP009,"Ikan cakalang asin, mentah (Skipjack tuna,fish, salted, raw)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,41.7,198,36.5,2.2,5.5,0.0,14.1,236,346,3.7,"4,304",302.1,,,0,,0,0.06,,,0,
GP010,"Ikan calo/ peda, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,71.3,81,11.4,1.9,3.8,0.0,11.6,743,174,22.6,,,,,15,,0,0.00,,,0,
GP011,"Ikan Gabus asap, mentah (Asian snakehead, fish, smoked)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,26.4,261,38.1,2.3,21.9,0.0,11.3,"2,510","1,840",2.9,320,410.0,0.40,0.8,114,,,0.10,0.10,14.5,,
